X,CH1,CH2,Start,Increment,,Max,Min,Amp
Sequence,Volt,Volt,-0.0115600000,0.0000010000,,0.047200,-0.0516,0.049399999999999999
527,-0.080000,-0.021200,,,,,,
528,-0.080000,-0.021600,,,,,,
529,-0.080000,-0.021600,,,,,,
530,-0.080000,-0.021200,,,,,,
531,-0.080000,-0.022800,,,,,,
532,-0.080000,-0.023600,,,,,,
533,-0.080000,-0.023600,,,,,,
534,-0.080000,-0.020400,,,,,,
535,-0.080000,-0.020400,,,,,,
536,-0.080000,-0.023600,,,,,,
537,-0.080000,-0.021200,,,,,,
538,-0.080000,-0.022400,,,,,,
539,-0.080000,-0.023600,,,,,,
540,-0.080000,-0.022800,,,,,,
541,-0.080000,-0.022800,,,,,,
542,-0.080000,-0.022400,,,,,,
543,-0.080000,-0.022800,,,,,,
544,-0.080000,-0.024000,,,,,,
545,-0.080000,-0.023600,,,,,,
546,-0.080000,-0.021600,,,,,,
547,-0.080000,-0.022800,,,,,,
548,-0.080000,-0.021200,,,,,,
549,-0.080000,-0.020400,,,,,,
550,-0.080000,-0.021200,,,,,,
551,-0.080000,-0.022400,,,,,,
552,-0.080000,-0.022800,,,,,,
553,-0.080000,-0.021200,,,,,,
554,-0.080000,-0.021200,,,,,,
555,-0.080000,-0.021200,,,,,,
556,-0.080000,-0.023600,,,,,,
557,-0.080000,-0.021600,,,,,,
558,-0.160000,-0.021200,,,,,,
559,-0.160000,-0.022400,,,,,,
560,-0.160000,-0.021200,,,,,,
561,-0.160000,-0.018800,,,,,,
562,-0.160000,-0.020400,,,,,,
563,-0.160000,-0.021600,,,,,,
564,-0.160000,-0.021600,,,,,,
565,-0.160000,-0.021600,,,,,,
566,-0.160000,-0.019200,,,,,,
567,-0.160000,-0.022400,,,,,,
568,-0.160000,-0.021600,,,,,,
569,-0.160000,-0.021600,,,,,,
570,-0.160000,-0.021200,,,,,,
571,-0.160000,-0.023600,,,,,,
572,-0.160000,-0.022400,,,,,,
573,-0.160000,-0.019200,,,,,,
574,-0.160000,-0.020400,,,,,,
575,-0.160000,-0.022400,,,,,,
576,-0.160000,-0.022400,,,,,,
577,-0.160000,-0.021600,,,,,,
578,-0.160000,-0.022800,,,,,,
579,-0.160000,-0.021200,,,,,,
580,-0.160000,-0.021600,,,,,,
581,-0.160000,-0.020400,,,,,,
582,-0.160000,-0.021600,,,,,,
583,-0.160000,-0.022400,,,,,,
584,-0.160000,-0.020400,,,,,,
585,-0.160000,-0.022400,,,,,,
586,-0.160000,-0.020400,,,,,,
587,-0.160000,-0.020000,,,,,,
588,-0.160000,-0.021200,,,,,,
589,-0.160000,-0.023600,,,,,,
590,-0.160000,-0.022800,,,,,,
591,-0.160000,-0.021600,,,,,,
592,-0.160000,-0.022400,,,,,,
593,-0.160000,-0.023600,,,,,,
594,-0.160000,-0.023600,,,,,,
595,-0.160000,-0.022400,,,,,,
596,-0.160000,-0.024800,,,,,,
597,-0.160000,-0.023600,,,,,,
598,-0.160000,-0.024000,,,,,,
599,-0.160000,-0.022800,,,,,,
600,-0.160000,-0.022400,,,,,,
601,-0.160000,-0.025200,,,,,,
602,-0.160000,-0.026000,,,,,,
603,-0.160000,-0.023600,,,,,,
604,-0.160000,-0.022800,,,,,,
